cid,text,time,author,channel,votes,photo,heart,replies_count,video_id,video_title,video_published_at
Ugy4LJuDiY7RBarITx54AaABAg,"Здравствуйте, я смотрела интервью с вами у логопеда Алены Васильевой, подскажите пожалуйста как и какой лецитин давать ребенку 2х лет для более качественной работы по запуску речи?",2025-07-06T13:27:22Z,@МаринаР-ю2л,UCnfNH6EKZ2a7PouPqyO6WHQ,0,https://yt3.ggpht.com/XhWnA_J4QjKqANWrghjoZNSWEIoQyGa8awo8gBU_5Mmmqg5sOc5mKp89XsNLgNLDJd3owbbj11s=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
UgwhYvrYfthGtCakJJ94AaABAg,Ирс -19 можно во время простуды? Или лучше применять после выздоровления?,2025-06-12T05:49:57Z,@alpaalba6282,UC3K6ey-hCrpGWBOg1ciCOhA,0,https://yt3.ggpht.com/ytc/AIdro_mMS74d4s39KZkcHUZh8QWC63zyXKq8L7GVCMofcIY=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
UgyH3dhVLXxX3ksTdvV4AaABAg,Хочу схему🔥🔥🔥,2025-06-01T16:04:33Z,@zaitseva_nasti,UCd7JLPIoIsQn57imMnxPxtQ,0,https://yt3.ggpht.com/lFpawR9qfJtdh6YXssTCw20Ov1Y0AEfWmHgLRg7TAHtlNX0Cw6qibI-Kh7NlIbN5AbPPkUM4Eg=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
Ugx2m6wAyQxwTWahLnB4AaABAg,Лизаааа♥️♥️♥️<br>Благодарю тебя!!! Полипренолы Пихты - вообще🔥🔥🔥,2025-06-01T16:03:41Z,@zaitseva_nasti,UCd7JLPIoIsQn57imMnxPxtQ,0,https://yt3.ggpht.com/lFpawR9qfJtdh6YXssTCw20Ov1Y0AEfWmHgLRg7TAHtlNX0Cw6qibI-Kh7NlIbN5AbPPkUM4Eg=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
Ugx1NuG-VAktIRLL46N4AaABAg,"Очень полезная информация для нас , мамочек! Спасибо, Лиза🫶 С приходом в сад, простуда- это наше постоянное состояние",2025-05-16T17:27:45Z,@ВалерияЛиницкая,UCQnYEpjD3Hl55m3s0UwYs1A,0,https://yt3.ggpht.com/ytc/AIdro_lz-MYJuMNtr3y6-ZIT7ZKToyAyKGbuDL1Qn3rB4pbcB5On5xB5uUZqxPZ_naOolLvwg8w=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
UgzVOpzSji1l8uOzw4l4AaABAg,"Дети в этом году ели пыльцу и пергу всю зиму (регулярно) и воообще не болели🎉 🎉🎉<br><br>Правда, грипп все равно всех сразил в итоге)",2025-05-16T17:04:38Z,@Ольга-ш3у5о,UCzkcyw-FlspC4Ksn8hQpkzA,0,https://yt3.ggpht.com/BKv1u4seTQoveAjfyQUbq0skyRDQqhvrl_cbSWVVhS7zOKtJONOrZNdj-10IakSEEotZ8yQp=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
UgyS1Z5vgVzhK_41k5B4AaABAg,"С рождения только гомеопатия 😍 однажды купила гомеопатическую аптечку на 7 тыс рублей и счастлива!😂 <br><br>Спасибо, доктор Лиза ♥️",2025-05-16T16:51:41Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,0,kDHETH99xgk,КРЕПКИЙ ИММУНИТЕТ У РЕБЕНКА - ЭТО ПРОСТО И НЕДОРОГО!5 бюджетных средств до 1000 рублей #докторлиза,2025-05-16T14:30:28Z
UgyQo6PmM33KAMTEhqt4AaABAg,"я сама в детстве продукты пчнловодства ела у бабушки, а вот у сына аллергия, к сожалению. Но, кстати,  если регулярно пропивать витаминные комплексы качественные, то иммунитет ребенка тоже становится крепче намного. Тем более сейчас не обязательно в таблетках и капсулах брать. Я покупаю уже не первый раз в шипучках бэби эвалар &quot;мультивитамины от А до Zn, как газировка, только полезная. Сын сам мне напоминает, что нужно выпить каждое утро.",2025-06-10T16:04:18Z,@ТатьянаВоротынцева-б5е,UCT8V4VSnfJsFOGqGunYFxQA,0,https://yt3.ggpht.com/ytc/AIdro_lBrSZnUkI5WoXvI99B3oXlTBMmnZ88RwLKx1TYAx8=s48-c-k-c0x00ffffff-no-rj,False,0,sX9LkuXxTas,"Природные ВИТАМИНЫ ДЛЯ ДЕТЕЙ! Безопасно и вкусно, без химии и сахара от #докторлиза #педиатр",2025-05-14T14:30:41Z
UgzyEQzQi8ECRx2eCR54AaABAg,Только вчера купила ее на рынке❤ рассасываю от горла,2025-05-15T00:49:17Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,sX9LkuXxTas,"Природные ВИТАМИНЫ ДЛЯ ДЕТЕЙ! Безопасно и вкусно, без химии и сахара от #докторлиза #педиатр",2025-05-14T14:30:41Z
UgyfBcgck-pzt0uhs014AaABAg,Продукты пчеловодства любим! Сын обожает маточное молочко 😍,2025-05-14T14:47:43Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,1,sX9LkuXxTas,"Природные ВИТАМИНЫ ДЛЯ ДЕТЕЙ! Безопасно и вкусно, без химии и сахара от #докторлиза #педиатр",2025-05-14T14:30:41Z
UgxkrEu3n0s5WQH_rd54AaABAg,"Доктор Лиза, спасибо за рекомендации ❤",2025-05-07T19:10:27Z,@ВиксСмолякова,UCw2D47Jy-pjgf1vySV_BalA,0,https://yt3.ggpht.com/ytc/AIdro_myBJazhnvw4Uk8XJ6hN28r0uPDWqECyembfsXApsTuz4o=s48-c-k-c0x00ffffff-no-rj,False,0,0HdvKloJZIU,Природные АНТИБИОТИКИ и МУЛЬТИВИТАМИНЫ ДЕТЯМ! от #докторлиза #педиатр,2025-05-07T14:30:00Z
UgxfqDhNAIlWQR0MXZJ4AaABAg,"Доктор Лиза, вы прекрасны!",2025-05-07T14:52:41Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,0HdvKloJZIU,Природные АНТИБИОТИКИ и МУЛЬТИВИТАМИНЫ ДЕТЯМ! от #докторлиза #педиатр,2025-05-07T14:30:00Z
UgwCyj8K0PDUUIYncEx4AaABAg,Спасибо! ❤,2025-05-07T14:33:41Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,0HdvKloJZIU,Природные АНТИБИОТИКИ и МУЛЬТИВИТАМИНЫ ДЕТЯМ! от #докторлиза #педиатр,2025-05-07T14:30:00Z
Ugzs6w-4B5kfxqso93t4AaABAg,"Узнала от вас о нем много лет назад, всегда в аптечке ❤",2025-05-05T15:05:11Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,C2mnhSFU1Ak,БЕЗОПАСНЫЙ ВИТАМИН С для ДЕТЕЙ от #докторлиза #педиатр,2025-05-05T14:30:08Z
UgyeFrQWY5cjVtOQTPV4AaABAg,"По нашему опыту, самое эффективное - это комбинация: сон, питание, двигательн6ая активность и поддержка иммунитета. Нам назначали Ликопид, и после этого даже адаптация к саду прошла заметно легче.",2025-05-27T09:13:07Z,@Евгения-у6е3з,UC5guwOMvVH9Prmp-Q8LpVxA,0,https://yt3.ggpht.com/ytc/AIdro_n0PakhAcTa4AeH8gbGeWvLBO6xVHDvdkGfdwPQrSIyCvgeEuD8PPgvmMJKcrRPPofwRv4=s48-c-k-c0x00ffffff-no-rj,False,0,xo7MKiIR4Rc,"Как повысить ИММУНИТЕТ ребенку? Что делать, чтобы ребенок НЕ БОЛЕЛ? Советы от #педиатр #докторлиза",2025-05-02T14:30:41Z
UgwUdGZ1GLojlnfThwd4AaABAg,Нужен топ ванн!!!❤,2025-05-07T15:21:30Z,@НинаВоробьева-ъ1в,UCTzlO2OIKjyXcABTI6ceeMA,0,https://yt3.ggpht.com/ytc/AIdro_mE36yO_w4TH4LzR8aTLo9F5_EjOpAUvcHSE8kGn40=s48-c-k-c0x00ffffff-no-rj,False,0,xo7MKiIR4Rc,"Как повысить ИММУНИТЕТ ребенку? Что делать, чтобы ребенок НЕ БОЛЕЛ? Советы от #педиатр #докторлиза",2025-05-02T14:30:41Z
Ugx_oTKMWXhjY4WscHR4AaABAg,Гайд обалденный!!!😍😍😍,2025-05-04T06:27:10Z,@zaitseva_nasti,UCd7JLPIoIsQn57imMnxPxtQ,0,https://yt3.ggpht.com/lFpawR9qfJtdh6YXssTCw20Ov1Y0AEfWmHgLRg7TAHtlNX0Cw6qibI-Kh7NlIbN5AbPPkUM4Eg=s48-c-k-c0x00ffffff-no-rj,False,0,xo7MKiIR4Rc,"Как повысить ИММУНИТЕТ ребенку? Что делать, чтобы ребенок НЕ БОЛЕЛ? Советы от #педиатр #докторлиза",2025-05-02T14:30:41Z
UgwPhUqWIJ8xst7brH54AaABAg,"Очень важная тема, благодарю!!! Столкнулась с этой проблемой, очень откликается♥️",2025-05-04T06:23:17Z,@zaitseva_nasti,UCd7JLPIoIsQn57imMnxPxtQ,0,https://yt3.ggpht.com/lFpawR9qfJtdh6YXssTCw20Ov1Y0AEfWmHgLRg7TAHtlNX0Cw6qibI-Kh7NlIbN5AbPPkUM4Eg=s48-c-k-c0x00ffffff-no-rj,False,0,xo7MKiIR4Rc,"Как повысить ИММУНИТЕТ ребенку? Что делать, чтобы ребенок НЕ БОЛЕЛ? Советы от #педиатр #докторлиза",2025-05-02T14:30:41Z
UgyN3Ku8t0uZTODDKlZ4AaABAg,"Спасибо, доктор Лиза!❤",2025-05-02T15:11:51Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,xo7MKiIR4Rc,"Как повысить ИММУНИТЕТ ребенку? Что делать, чтобы ребенок НЕ БОЛЕЛ? Советы от #педиатр #докторлиза",2025-05-02T14:30:41Z
UgzwAormS2Z5PIB9mel4AaABAg,Буду пробовать,2025-04-29T01:30:07Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,iO0fTpGZ0KA,НЕТ АППЕТИТА У РЕБЕНКА! Что делать? #докторлиза #педиатр #питаниемалыша #дефицитвитаминов,2025-04-28T14:30:26Z
UgyyeksjRrKVHZi0uF14AaABAg,"ого, интересно",2025-04-28T15:51:32Z,@АннаЛеонтьева-п4ц,UCqwYaud2YDPQmxzrGMXeMxQ,0,https://yt3.ggpht.com/2IhkKm_xiFbCYBoUJqwapooxnFyV9_CHis2wkIeB3133Fr7-R8Rz_6xRIZX1akUbzMbMSBhm=s48-c-k-c0x00ffffff-no-rj,False,0,iO0fTpGZ0KA,НЕТ АППЕТИТА У РЕБЕНКА! Что делать? #докторлиза #педиатр #питаниемалыша #дефицитвитаминов,2025-04-28T14:30:26Z
Ugw62I50Wc14n9ofNB94AaABAg,Попробую 👍🏻,2025-04-28T14:43:33Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,iO0fTpGZ0KA,НЕТ АППЕТИТА У РЕБЕНКА! Что делать? #докторлиза #педиатр #питаниемалыша #дефицитвитаминов,2025-04-28T14:30:26Z
UgzrFKrISKdnSbWeDhN4AaABAg,А в каком видео смотреть ответ?,2025-04-26T01:52:50Z,@ДжонГолт-н4т,UCTSB7PC__gQOpwl2fRxQUbw,0,https://yt3.ggpht.com/ytc/AIdro_nYC-ShHozaccbBH7oYoWrAFu9bEDpULNRCpGUQXwBSWHGCciml2dqqYfrkp1uPSBAW9XU=s48-c-k-c0x00ffffff-no-rj,False,1,M36QXX94F1s,У РЕБЕНКА ЖЕЛТАЯ КОЖА И ПЛОХО ЕСТ! Что делать? Ответ от #докторлиза #педиатр #питаниемалыша,2025-04-25T14:30:14Z
UgxQLIBBkv-bqOhFR-J4AaABAg,"Спасибо, заинтересовало ❤",2025-04-23T16:23:15Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,GnAi33z5KgE,ПОЧЕМУ ребенок НЕ ЕСТ МЯСО? Смотрим АНАЛИЗЫ #докторлиза #педиатр #дефицитжелеза #анемия,2025-04-23T14:30:18Z
Ugy3g1PuRZcISHY7mPx4AaABAg,"Спасибо, доктор❤",2025-04-21T15:12:50Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,bkJsuCbxr0Q,"РЕБЕНОК в 2-3 ГОДА ЕСТ 1,5 КГ ЕДЫ?! Это нормально? Отвечает #докторлиза #педиатр #питаниемалыша",2025-04-21T14:30:21Z
Ugw-Fm08VQCTFF2gUL94AaABAg,"1,5 кг 😮😮😮😮",2025-04-21T15:11:45Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,1,bkJsuCbxr0Q,"РЕБЕНОК в 2-3 ГОДА ЕСТ 1,5 КГ ЕДЫ?! Это нормально? Отвечает #докторлиза #педиатр #питаниемалыша",2025-04-21T14:30:21Z
UgwHshoLeH8HU-auB-N4AaABAg,ого! не задумывалась,2025-04-18T17:07:25Z,@АннаЛеонтьева-п4ц,UCqwYaud2YDPQmxzrGMXeMxQ,0,https://yt3.ggpht.com/2IhkKm_xiFbCYBoUJqwapooxnFyV9_CHis2wkIeB3133Fr7-R8Rz_6xRIZX1akUbzMbMSBhm=s48-c-k-c0x00ffffff-no-rj,False,0,RYptaB_hyfE,КОРМИТЬ МАЛЬЧИКОВ И ДЕВОЧЕК ПО-РАЗНОМУ? Ответ от педиатра #докторлиза #педиатр #питаниемалыша,2025-04-18T14:30:14Z
Ugz5X2_AfP9kyP7TjEx4AaABAg,Моя девочка ест побольше всех мальчиков 😂❤,2025-04-18T16:54:42Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,RYptaB_hyfE,КОРМИТЬ МАЛЬЧИКОВ И ДЕВОЧЕК ПО-РАЗНОМУ? Ответ от педиатра #докторлиза #педиатр #питаниемалыша,2025-04-18T14:30:14Z
Ugw8yZQvoyrODpxH3Zl4AaABAg,😍 кормлю своего мальчика ЧУТЬ больше чем себя 😂😂😂,2025-04-18T14:50:18Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,RYptaB_hyfE,КОРМИТЬ МАЛЬЧИКОВ И ДЕВОЧЕК ПО-РАЗНОМУ? Ответ от педиатра #докторлиза #педиатр #питаниемалыша,2025-04-18T14:30:14Z
UgzjZxBxUm7lj-9aEX94AaABAg,Будем разбираться 👍,2025-04-17T00:36:41Z,@ЦерковьДеревоЖизни-Белокуриха,UCjJxxl-xzU5eMoglZkAGX6w,0,https://yt3.ggpht.com/ytc/AIdro_kDv4DlLe79WwADPjLOIGqg1AAzEBUfEKpBSFCCxyol=s48-c-k-c0x00ffffff-no-rj,False,0,ELWC6KBthQU,НЕУЖЕЛИ дети могут съедать порции еды КАК ВЗРОСЛЫЕ? Смотри ответ от педиатра  #докторлиза #педиатр,2025-04-16T14:30:16Z
UgyoQ1vAKuSxO3i_KPV4AaABAg,Как же повезло моим детям что их мать знает это 🤪,2025-04-16T16:21:14Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,ELWC6KBthQU,НЕУЖЕЛИ дети могут съедать порции еды КАК ВЗРОСЛЫЕ? Смотри ответ от педиатра  #докторлиза #педиатр,2025-04-16T14:30:16Z
Ugy0Cz8h3Nas4whFn4l4AaABAg,"Спасибо, доктор за ваш труд! <br>Смотрю все ваши видео на канале",2025-04-16T14:36:50Z,@ВиксСмолякова,UCw2D47Jy-pjgf1vySV_BalA,0,https://yt3.ggpht.com/ytc/AIdro_myBJazhnvw4Uk8XJ6hN28r0uPDWqECyembfsXApsTuz4o=s48-c-k-c0x00ffffff-no-rj,False,1,ELWC6KBthQU,НЕУЖЕЛИ дети могут съедать порции еды КАК ВЗРОСЛЫЕ? Смотри ответ от педиатра  #докторлиза #педиатр,2025-04-16T14:30:16Z
UgzdcL9xPpDF8_aBcZN4AaABAg,Супер-инфо 😍 теперь все понятно!,2025-04-14T15:41:03Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,f8N2Hdze2Ak,ПОЧЕМУ ДЕТИ ТАК МНОГО ЕДЯТ? Зачем перекусы? #докторлиза расскажет #педиатр #питаниемалыша,2025-04-14T14:30:22Z
UgyOC35uPdRsvLcs7VB4AaABAg,Очень интересно 🍽️❤,2025-04-14T15:18:06Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,f8N2Hdze2Ak,ПОЧЕМУ ДЕТИ ТАК МНОГО ЕДЯТ? Зачем перекусы? #докторлиза расскажет #педиатр #питаниемалыша,2025-04-14T14:30:22Z
UgwlsbQClNnopSBIfFF4AaABAg,"А если морозит во время температуры, то все равно нельзя укрываться?",2025-04-10T04:55:19Z,@ВиксСмолякова,UCw2D47Jy-pjgf1vySV_BalA,0,https://yt3.ggpht.com/ytc/AIdro_myBJazhnvw4Uk8XJ6hN28r0uPDWqECyembfsXApsTuz4o=s48-c-k-c0x00ffffff-no-rj,False,0,QrNdjfcUeh4,ТРИ ОШИБКИ ПРИ ВЫСОКОЙ ТЕМПЕРАТУРЕ У ДЕТЕЙ - НЕ ДОПУСТИ! #докторлиза #педиатр #лихорадка,2025-04-09T14:30:16Z
UgwIdp0guZ8wyYZp0Ih4AaABAg,Спасибо! Очень актуально 😢,2025-04-09T14:49:31Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,QrNdjfcUeh4,ТРИ ОШИБКИ ПРИ ВЫСОКОЙ ТЕМПЕРАТУРЕ У ДЕТЕЙ - НЕ ДОПУСТИ! #докторлиза #педиатр #лихорадка,2025-04-09T14:30:16Z
UgzeaElrLwqNNOy7wwR4AaABAg,Надо пробовать,2025-04-08T10:37:02Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,Wm-MBMbaHIg,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ - БЕСПЛАТНЫЕ способы от #докторлиза #вздутиеживота,2025-04-07T14:30:16Z
UgzQwB_BqplLtrYyCNN4AaABAg,"Гвоздику попробовала из вашего прошлого видео, она слишком ядреная для меня, трудно было глотать слюну с этим ароматом и вкусом.. Есть ли польза если просто ее пожевала, и выплюнула и бутон, и слюну? Простите за подробности",2025-04-08T10:11:30Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,Wm-MBMbaHIg,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ - БЕСПЛАТНЫЕ способы от #докторлиза #вздутиеживота,2025-04-07T14:30:16Z
UgxUxpNQUBw6Yk-025N4AaABAg,Почему помогает соль ?,2025-04-08T10:01:28Z,@КристинаЖуравлева-б3б,UCpU6gVvWGQI_lcq_id-gx9w,0,https://yt3.ggpht.com/ytc/AIdro_lxlt5LIVZm1cf52SdMP_29nGjXFyReZUwGMPElIYrNMw=s48-c-k-c0x00ffffff-no-rj,False,1,Wm-MBMbaHIg,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ - БЕСПЛАТНЫЕ способы от #докторлиза #вздутиеживота,2025-04-07T14:30:16Z
UgwdXJ5mV_OFS1F-juV4AaABAg,"хотелось бы узнать, как это помогает 🤯",2025-04-08T09:57:46Z,@АннаЛеонтьева-п4ц,UCqwYaud2YDPQmxzrGMXeMxQ,0,https://yt3.ggpht.com/2IhkKm_xiFbCYBoUJqwapooxnFyV9_CHis2wkIeB3133Fr7-R8Rz_6xRIZX1akUbzMbMSBhm=s48-c-k-c0x00ffffff-no-rj,False,0,Wm-MBMbaHIg,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ - БЕСПЛАТНЫЕ способы от #докторлиза #вздутиеживота,2025-04-07T14:30:16Z
UgyueSxVAm_HOA089eN4AaABAg,👍,2025-04-05T14:31:21Z,@Ilyas-n3q,UCau5hSz-SwPf58JtyF4IKxQ,0,https://yt3.ggpht.com/ytc/AIdro_n-5Uyy4uBf1cepaJOjOz08ZJYmQ28dvmHuEThaoTdfRc9dbQYzmqUndF_0hW2OfKNQ5g=s48-c-k-c0x00ffffff-no-rj,False,0,3jgLju_BXEs,ВЗДУТИЕ ЖИВОТА - ПЕЙ ЭТОТ ОТВАР 💨👋🏼 от #докторлиза #вздутиеживота #больвживоте,2025-04-04T14:30:01Z
UgwxS9vTQ3rgbZ0T-Cd4AaABAg,Бегу смотреть!,2025-04-05T00:34:04Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,3jgLju_BXEs,ВЗДУТИЕ ЖИВОТА - ПЕЙ ЭТОТ ОТВАР 💨👋🏼 от #докторлиза #вздутиеживота #больвживоте,2025-04-04T14:30:01Z
UgxUV7nSjmcepVb1Cvt4AaABAg,"Класс! Подскажите, а если регулярно жевать гвоздику, она гомеопатию не антидатирует?",2025-04-03T02:30:56Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,0,Uin9IDHsnYs,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ!  - совет от #докторлиза #вздутиеживота #больвживоте,2025-04-02T14:30:17Z
UgyoHNbeuZ1JtlnGLGZ4AaABAg,Гвоздику знаем 😍,2025-04-02T23:48:40Z,@nikolife_soul,UCETavPymqO45DF7iyeIAlCA,0,https://yt3.ggpht.com/ZiwR9XUJQr29y-u-2aqDj81zjgAuXbXMEVr0vAm7Ntxuni5plQt0F07imGWtmfXcPOQMgHhdoQ=s48-c-k-c0x00ffffff-no-rj,False,0,Uin9IDHsnYs,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ!  - совет от #докторлиза #вздутиеживота #больвживоте,2025-04-02T14:30:17Z
